import_date,code,title,url,price_gbp,availability,units_sold
2024-05-15,HED21701,Glendronach 30 Year Old PX Single Cask 1993,https://hedonism.co.uk/product/glendronach-30-year-old-px-single-cask-1993-whisky,1085.0,22.0,1.0
2024-05-15,HED7047,Hibiki 21 Year Old,https://hedonism.co.uk/product/hibiki-21-year-old-whisky,950.0,27.0,1.0
2024-05-15,HED2914,Nikka Taketsuru 17 Year Old Pure Malt,https://hedonism.co.uk/product/nikka-taketsuru-17-year-old-pure-malt-whisky,495.0,1.0,9.0
2024-05-15,HED93971,Macallan 18 Year Old Sherry Oak 2023 Release,https://hedonism.co.uk/product/macallan-18-year-old-sherry-oak-2023-release-whisky,395.0,142.0,1.0
2024-05-15,HED21804,Benriach 25 Year Old Old Rare Hunter Laing 1998,https://hedonism.co.uk/product/benriach-25-year-old-old-rare-hunter-laing-1998-whisky,375.0,2.0,1.0
2024-05-15,HED3110,Balvenie 21 Year Old Portwood,https://hedonism.co.uk/product/balvenie-21-year-old-portwood-whisky,243.0,13.0,1.0
2024-05-15,HED6043,Johnnie Walker Blue Label,https://hedonism.co.uk/product/johnnie-walker-blue-label-whisky,174.0,281.0,1.0
2024-05-15,HED6100,Ichiros Malt MWR,https://hedonism.co.uk/product/ichiros-malt-mwr-whisky,168.0,11.0,1.0
2024-05-15,HED46472,Bruichladdich Octomore 102,https://hedonism.co.uk/product/bruichladdich-octomore-102-whisky,149.0,2.0,1.0
2024-05-15,HED40140,Macallan 15 Year Old Double Cask,https://hedonism.co.uk/product/macallan-15-year-old-double-cask-whisky,145.0,13.0,1.0
2024-05-15,HED46946,Nikka Yoichi 10 Year Old,https://hedonism.co.uk/product/nikka-yoichi-10-year-old-whisky,145.0,1.0,1.0
2024-05-15,HED69365,GlenAllachie 18 Year Old,https://hedonism.co.uk/product/glenallachie-18-year-old-whisky,135.0,9.0,1.0
2024-05-15,HED40507,Nikka Tailored,https://hedonism.co.uk/product/nikka-tailored-whisky,113.0,12.0,1.0
2024-05-15,HED3115,Glenfiddich 18 Year Old,https://hedonism.co.uk/product/glenfiddich-18-year-old-whisky,102.0,25.0,4.0
2024-05-15,HED70117,Hibiki Japanese Harmony,https://hedonism.co.uk/product/hibiki-japanese-harmony-whisky,81.2,52.0,2.0
2024-05-15,HED6052,Lagavulin 16 Year Old,https://hedonism.co.uk/product/lagavulin-16-year-old-whisky,78.0,73.0,1.0
2024-05-15,HED6063,Chivas Regal 18 Year Old,https://hedonism.co.uk/product/chivas-regal-18-year-old-whisky,71.2,33.0,2.0
2024-05-15,HED41098,Stauning Whisky Kaos,https://hedonism.co.uk/product/stauning-whisky-kaos-whisky,67.5,2.0,1.0
2024-05-15,HED46557,Stauning El Clasico,https://hedonism.co.uk/product/stauning-el-clasico-whisky,64.2,2.0,1.0
2024-05-15,HED69408,Port Charlotte 10 Year Old,https://hedonism.co.uk/product/port-charlotte-10-year-old-whisky,58.0,8.0,1.0
2024-05-15,HED59594,Arran Sauternes Finish,https://hedonism.co.uk/product/arran-sauternes-finish-whisky,55.0,5.0,1.0
2024-05-15,HED21820,Cameronbridge 14 Year Old Call Submission Whisky Heroes,https://hedonism.co.uk/product/cameronbridge-14-year-old-call-submission-whisky-heroes-whisky,53.0,4.0,2.0
2024-05-15,HED22346,Caisteal Chamuis 12 Year Old Blended Malt,https://hedonism.co.uk/product/caisteal-chamuis-12-year-old-blended-malt-whisky,48.9,3.0,1.0
2024-05-15,HED4303,Glendronach 12 Year Old,https://hedonism.co.uk/product/glendronach-12-year-old-whisky,48.2,24.0,1.0
2024-05-15,HED2903,Nikka Barrel,https://hedonism.co.uk/product/nikka-barrel-whisky,45.9,34.0,1.0
2024-05-15,HED6062,Chivas Regal 12 Year Old,https://hedonism.co.uk/product/chivas-regal-12-year-old-whisky,34.9,30.0,1.0
