import_date,code,title,url,price_gbp,availability,units_sold
2024-05-31,HED0187,Macallan 52 Year Old Select Reserve 1946,https://hedonism.co.uk/product/macallan-52-year-old-select-reserve-1946-whisky,16000.0,1.0,1.0
2024-05-31,HED21701,Glendronach 30 Year Old PX Single Cask 1993,https://hedonism.co.uk/product/glendronach-30-year-old-px-single-cask-1993-whisky,1085.0,15.0,7.0
2024-05-31,HED21850,Springbank 21 Year Old 2023 Release,https://hedonism.co.uk/product/springbank-21-year-old-2023-release-whisky,795.0,1.0,2.0
2024-05-31,HED44091,Balvenie 25 Year Old,https://hedonism.co.uk/product/balvenie-25-year-old-whisky,670.0,4.0,1.0
2024-05-31,HED46924,Bruichladdich 24 Year Old Black Art 111 1998,https://hedonism.co.uk/product/bruichladdich-24-year-old-black-art-111-1998-whisky,385.0,1.0,1.0
2024-05-31,HED46709,Macallan Rare Cask 2023 Release,https://hedonism.co.uk/product/macallan-rare-cask-2023-release-whisky,310.0,6.0,2.0
2024-05-31,HED51228,Mortlach 20 Year Old,https://hedonism.co.uk/product/mortlach-20-year-old-whisky,285.0,8.0,1.0
2024-05-31,HED21108,Glen Grant 21 Year Old,https://hedonism.co.uk/product/glen-grant-21-year-old-whisky,245.0,3.0,1.0
2024-05-31,HED4305,Glendronach 21 Year Old Parliament,https://hedonism.co.uk/product/glendronach-21-year-old-parliament-whisky,225.0,48.0,3.0
2024-05-31,HED47171,Macallan Speymalt Gordon  Macphail Cask 22606318 2005,https://hedonism.co.uk/product/macallan-speymalt-gordon--macphail-cask-22606318-2005-whisky,225.0,2.0,1.0
2024-05-31,HED46751,Hakushu 12 Year Old 100th Anniversary,https://hedonism.co.uk/product/hakushu-12-year-old-100th-anniversary-whisky,195.0,15.0,1.0
2024-05-31,HED0108,Glenmorangie Signet,https://hedonism.co.uk/product/glenmorangie-signet-whisky,195.0,7.0,1.0
2024-05-31,HED7707,Royal Lochnagar Selected Reserve,https://hedonism.co.uk/product/royal-lochnagar-selected-reserve-whisky,183.0,3.0,1.0
2024-05-31,HED6050,Talisker 18 Year Old,https://hedonism.co.uk/product/talisker-18-year-old-whisky,175.0,7.0,1.0
2024-05-31,HED3161,Yamazaki 12 Year Old,https://hedonism.co.uk/product/yamazaki-12-year-old-whisky,145.0,56.0,1.0
2024-05-31,HED46596,Compass Box Hedonism² Exclusive Hedonism Wines,https://hedonism.co.uk/product/compass-box-hedonism²-exclusive-hedonism-wines-whisky,140.0,285.0,4.0
2024-05-31,HED46904,Glenfarclas 18 Year Old 100cl,https://hedonism.co.uk/product/glenfarclas-18-year-old-100cl-whisky,135.0,17.0,1.0
2024-05-31,HED47148,Ardbeg Spectacular,https://hedonism.co.uk/product/ardbeg-spectacular-whisky,110.0,15.0,2.0
2024-05-31,HED65682,Highland Park 15 Year Old,https://hedonism.co.uk/product/highland-park-15-year-old-whisky,89.0,11.0,1.0
2024-05-31,HED2976,Macallan 12 Year Old Sherry Oak,https://hedonism.co.uk/product/macallan-12-year-old-sherry-oak-whisky,86.0,42.0,1.0
2024-05-31,HED45873,Balvenie 14 Year Old Week Peat,https://hedonism.co.uk/product/balvenie-14-year-old-week-peat-whisky,78.7,10.0,1.0
2024-05-31,HED51274,Glendronach 15 Year Old Revival,https://hedonism.co.uk/product/glendronach-15-year-old-revival-whisky,78.5,43.0,1.0
2024-05-31,HED6052,Lagavulin 16 Year Old,https://hedonism.co.uk/product/lagavulin-16-year-old-whisky,78.0,49.0,13.0
2024-05-31,HED77613,Old Pulteney 15 Year Old,https://hedonism.co.uk/product/old-pulteney-15-year-old-whisky,76.0,1.0,1.0
2024-05-31,HED6046,Oban 14 Year Old,https://hedonism.co.uk/product/oban-14-year-old-whisky,75.0,12.0,1.0
2024-05-31,HED21944,Ardnahoe 5 Year Old Inaugural Release,https://hedonism.co.uk/product/ardnahoe-5-year-old-inaugural-release-whisky,70.0,97.0,1.0
2024-05-31,HED22246,Dalwhinnie Distillers Edition 2021 Release 2006,https://hedonism.co.uk/product/dalwhinnie-distillers-edition-2021-release-2006-whisky,69.9,4.0,1.0
2024-05-31,HED3087,Ardbeg Uigeadail,https://hedonism.co.uk/product/ardbeg-uigeadail-whisky,68.0,9.0,1.0
2024-05-31,HED81831,Glengoyne 21 Year Old 20cl,https://hedonism.co.uk/product/glengoyne-21-year-old-20cl-whisky,65.0,11.0,1.0
2024-05-31,HED58719,Edradour 12 Year Old Caledonia,https://hedonism.co.uk/product/edradour-12-year-old-caledonia-whisky,64.5,5.0,1.0
