import_date,code,title,url,price_gbp,availability,units_sold
2024-05-12,HED21605,Bruichladdich 30 Year Old,https://hedonism.co.uk/product/bruichladdich-30-year-old-whisky,1500.0,2.0,1.0
2024-05-12,HED65798,Ardbeg Airigh Nam Beist Bottled 2006 1990,https://hedonism.co.uk/product/ardbeg-airigh-nam-beist-bottled-2006-1990-whisky,550.0,1.0,1.0
2024-05-12,HED84602,Macallan 17 Year Old Fine Oak,https://hedonism.co.uk/product/macallan-17-year-old-fine-oak-whisky,550.0,1.0,1.0
2024-05-12,HED0084,Caol Ila 25 Year Old,https://hedonism.co.uk/product/caol-ila-25-year-old-whisky,295.0,10.0,3.0
2024-05-12,HED46809,Ardbeg 19 Year Old Traigh Bhan Batch Five,https://hedonism.co.uk/product/ardbeg-19-year-old-traigh-bhan-batch-five-whisky,261.0,9.0,3.0
2024-05-12,HED00003,Linkwood 26 Year Old Cask Strength Collection Signatory 1997,https://hedonism.co.uk/product/linkwood-26-year-old-cask-strength-collection-signatory-1997-whisky,192.0,3.0,1.0
2024-05-12,HED00091,Hazelburn 13 Year Old Limited Edition 2021 Release,https://hedonism.co.uk/product/hazelburn-13-year-old-limited-edition-2021-release-whisky,190.0,1.0,1.0
2024-05-12,HED46281,Bruichladdich Octomore 133,https://hedonism.co.uk/product/bruichladdich-octomore-133-whisky,186.0,4.0,1.0
2024-05-12,HED47030,Laphroaig Elements 10,https://hedonism.co.uk/product/laphroaig-elements-10-whisky,169.0,12.0,3.0
2024-05-12,HED21416,Undisclosed Orkney Highland Park 24 Year Old Infrequent Flyers 1999,https://hedonism.co.uk/product/undisclosed-orkney-highland-park-24-year-old-infrequent-flyers-1999-whisky,162.0,6.0,1.0
2024-05-12,HED21259,Lagavulin 12 Year Old Special Release 2023,https://hedonism.co.uk/product/lagavulin-12-year-old-special-release-2023-whisky,155.0,5.0,3.0
2024-05-12,HED21604,Bruichladdich 18 Year Old,https://hedonism.co.uk/product/bruichladdich-18-year-old-whisky,150.0,7.0,3.0
2024-05-12,HED3161,Yamazaki 12 Year Old,https://hedonism.co.uk/product/yamazaki-12-year-old-whisky,145.0,28.0,1.0
2024-05-12,HED40140,Macallan 15 Year Old Double Cask,https://hedonism.co.uk/product/macallan-15-year-old-double-cask-whisky,145.0,17.0,1.0
2024-05-12,HED46596,Compass Box Hedonism² Exclusive Hedonism Wines,https://hedonism.co.uk/product/compass-box-hedonism²-exclusive-hedonism-wines-whisky,140.0,291.0,1.0
2024-05-12,HED47096,Daftmill Summer Distillation 2011,https://hedonism.co.uk/product/daftmill-summer-distillation-2011-whisky,140.0,3.0,1.0
2024-05-12,HED69365,GlenAllachie 18 Year Old,https://hedonism.co.uk/product/glenallachie-18-year-old-whisky,135.0,10.0,2.0
2024-05-12,HED21815,Undisclosed Islay 16 Year Old Infrequent Flyers 2007,https://hedonism.co.uk/product/undisclosed-islay-16-year-old-infrequent-flyers-2007-whisky,110.0,11.0,1.0
2024-05-12,HED47148,Ardbeg Spectacular,https://hedonism.co.uk/product/ardbeg-spectacular-whisky,110.0,15.0,3.0
2024-05-12,HED46589,Glentauchers 14 Year Old North Star 2008,https://hedonism.co.uk/product/glentauchers-14-year-old-north-star-2008-whisky,109.0,2.0,2.0
2024-05-12,HED3139,Bowmore 18 Year Old,https://hedonism.co.uk/product/bowmore-18-year-old-whisky,99.9,8.0,3.0
2024-05-12,HED46842,Bunnahabhain 12 Year Old Cask Strength 2023 Release,https://hedonism.co.uk/product/bunnahabhain-12-year-old-cask-strength-2023-release-whisky,82.9,3.0,4.0
2024-05-12,HED51274,Glendronach 15 Year Old Revival,https://hedonism.co.uk/product/glendronach-15-year-old-revival-whisky,78.5,48.0,1.0
2024-05-12,HED6052,Lagavulin 16 Year Old,https://hedonism.co.uk/product/lagavulin-16-year-old-whisky,78.0,74.0,6.0
2024-05-12,HED68806,Dalmore Port Wood,https://hedonism.co.uk/product/dalmore-port-wood-whisky,78.0,15.0,1.0
2024-05-12,HED47122,Kilchoman Batch Strength,https://hedonism.co.uk/product/kilchoman-batch-strength-whisky,73.0,3.0,3.0
2024-05-12,HED40930,Laphroaig 10 Year Old Sherry Oak,https://hedonism.co.uk/product/laphroaig-10-year-old-sherry-oak-whisky,59.2,23.0,3.0
2024-05-12,HED3172,Dalmore 12 Year Old,https://hedonism.co.uk/product/dalmore-12-year-old-whisky,56.9,39.0,2.0
2024-05-12,HED60348,Kilchoman Sanaig,https://hedonism.co.uk/product/kilchoman-sanaig-whisky,56.0,3.0,2.0
2024-05-12,HED79375,Arran Quarter Cask,https://hedonism.co.uk/product/arran-quarter-cask-whisky,52.9,1.0,1.0
2024-05-12,HED8515,Bunnahabhain 12 Year Old,https://hedonism.co.uk/product/bunnahabhain-12-year-old-whisky,44.0,15.0,1.0
