import_date,code,title,url,price_gbp,availability,units_sold
2024-06-01,HED83021,Nikka Taketsuru 25 Year Old Pure Malt,https://hedonism.co.uk/product/nikka-taketsuru-25-year-old-pure-malt-whisky,2715.0,7.0,3.0
2024-06-01,HED40803,Springbank 25 Year Old 2021 Release,https://hedonism.co.uk/product/springbank-25-year-old-2021-release-whisky,1950.0,1.0,1.0
2024-06-01,HED45664,Springbank 25 Year Old 2022 Release,https://hedonism.co.uk/product/springbank-25-year-old-2022-release-whisky,1895.0,1.0,1.0
2024-06-01,HED7047,Hibiki 21 Year Old,https://hedonism.co.uk/product/hibiki-21-year-old-whisky,950.0,22.0,3.0
2024-06-01,HED3162,Yamazaki 18 Year Old,https://hedonism.co.uk/product/yamazaki-18-year-old-whisky,825.0,12.0,5.0
2024-06-01,HED3158,Hibiki 17 Year Old,https://hedonism.co.uk/product/hibiki-17-year-old-whisky,795.0,48.0,4.0
2024-06-01,HED2914,Nikka Taketsuru 17 Year Old Pure Malt,https://hedonism.co.uk/product/nikka-taketsuru-17-year-old-pure-malt-whisky,495.0,7.0,3.0
2024-06-01,HED46850,Yamazaki Limited Edition 2023,https://hedonism.co.uk/product/yamazaki-limited-edition-2023-whisky,475.0,17.0,3.0
2024-06-01,HED40800,Benriach 25 Year Old Twenty Five,https://hedonism.co.uk/product/benriach-25-year-old-twenty-five-whisky,320.0,9.0,2.0
2024-06-01,HED40141,Macallan 18 Year Old Double Cask,https://hedonism.co.uk/product/macallan-18-year-old-double-cask-whisky,310.0,1.0,6.0
2024-06-01,HED46903,Glenfarclas 26 Year Old Oloroso Sherry Finish,https://hedonism.co.uk/product/glenfarclas-26-year-old-oloroso-sherry-finish-whisky,240.0,40.0,1.0
2024-06-01,HED55995,Hibiki Blenders Choice,https://hedonism.co.uk/product/hibiki-blenders-choice-whisky,200.0,72.0,1.0
2024-06-01,HED6050,Talisker 18 Year Old,https://hedonism.co.uk/product/talisker-18-year-old-whisky,175.0,6.0,1.0
2024-06-01,HED6043,Johnnie Walker Blue Label,https://hedonism.co.uk/product/johnnie-walker-blue-label-whisky,174.0,279.0,1.0
2024-06-01,HED3161,Yamazaki 12 Year Old,https://hedonism.co.uk/product/yamazaki-12-year-old-whisky,145.0,50.0,6.0
2024-06-01,HED40026,Kurayoshi 12 Year Old,https://hedonism.co.uk/product/kurayoshi-12-year-old-whisky,145.0,10.0,1.0
2024-06-01,HED69365,GlenAllachie 18 Year Old,https://hedonism.co.uk/product/glenallachie-18-year-old-whisky,135.0,7.0,1.0
2024-06-01,HED21910,Glenlivet 17 Year Old Cask Strength Collection Signatory 2006,https://hedonism.co.uk/product/glenlivet-17-year-old-cask-strength-collection-signatory-2006-whisky,125.0,1.0,1.0
2024-06-01,HED46684,Craigellachie 17 Year Old,https://hedonism.co.uk/product/craigellachie-17-year-old-whisky,114.0,1.0,1.0
2024-06-01,HED10514,Aberlour 16 Year Old,https://hedonism.co.uk/product/aberlour-16-year-old-whisky,110.0,8.0,1.0
2024-06-01,HED45034,Laphroaig 16 Year Old,https://hedonism.co.uk/product/laphroaig-16-year-old-whisky,87.0,12.0,1.0
2024-06-01,HED70117,Hibiki Japanese Harmony,https://hedonism.co.uk/product/hibiki-japanese-harmony-whisky,81.2,37.0,2.0
2024-06-01,HED86657,Yamazaki Distillers Reserve,https://hedonism.co.uk/product/yamazaki-distillers-reserve-whisky,79.0,20.0,1.0
2024-06-01,HED61388,Macallan 12 Year Old Double Cask,https://hedonism.co.uk/product/macallan-12-year-old-double-cask-whisky,77.0,23.0,1.0
2024-06-01,HED46539,Glen Scotia Victoriana,https://hedonism.co.uk/product/glen-scotia-victoriana-whisky,74.0,1.0,1.0
2024-06-01,HED21249,Fuji Single Malt,https://hedonism.co.uk/product/fuji-single-malt-whisky,71.9,5.0,1.0
2024-06-01,HED8024,Balvenie 14 Year Old Caribbean Cask,https://hedonism.co.uk/product/balvenie-14-year-old-caribbean-cask-whisky,65.9,18.0,1.0
2024-06-01,HED79376,Arran Bodega Sherry Cask,https://hedonism.co.uk/product/arran-bodega-sherry-cask-whisky,61.0,2.0,1.0
2024-06-01,HED22253,Ruadh Mhor Cask 69 Berry Brothers 2010,https://hedonism.co.uk/product/ruadh-mhor-cask-69-berry-brothers-2010-whisky,60.0,4.0,1.0
2024-06-01,HED46276,Glenfarclas 12 Year Old,https://hedonism.co.uk/product/glenfarclas-12-year-old-whisky,57.0,10.0,1.0
2024-06-01,HED82200,Glenfiddich 15 Year Old,https://hedonism.co.uk/product/glenfiddich-15-year-old-whisky,56.0,13.0,1.0
2024-06-01,HED44057,Torabhaig Legacy Series Allt Gleann,https://hedonism.co.uk/product/torabhaig-legacy-series-allt-gleann-whisky,50.0,9.0,1.0
2024-06-01,HED46466,Benromach Triple Distilled 2011,https://hedonism.co.uk/product/benromach-triple-distilled-2011-whisky,49.9,5.0,1.0
2024-06-01,HED45626,Benromach Cara Gold 2010,https://hedonism.co.uk/product/benromach-cara-gold-2010-whisky,49.5,15.0,1.0
2024-06-01,HED74608,Arran 10 Year Old,https://hedonism.co.uk/product/arran-10-year-old-whisky,39.9,7.0,1.0
2024-06-01,HED3137,Bowmore 12 Year Old,https://hedonism.co.uk/product/bowmore-12-year-old-whisky,37.5,11.0,1.0
