import_date,code,title,url,price_gbp,availability,units_sold
2024-05-22,HED40447,Macallan 40 Year Old Red Collection 2023 Release,https://hedonism.co.uk/product/macallan-40-year-old-red-collection-2023-release-whisky,19995.0,1.0,1.0
2024-05-22,HED00061,Macallan Exceptional Single Cask Sherry Hogshead ESH234004 Bottled 2018 2002,https://hedonism.co.uk/product/macallan-exceptional-single-cask-sherry-hogshead-esh234004-bottled-2018-2002-whisky,4995.0,3.0,1.0
2024-05-22,HED61195,Glenfarclas 40 Year Old 43,https://hedonism.co.uk/product/glenfarclas-40-year-old-43-whisky,1195.0,40.0,1.0
2024-05-22,HED7047,Hibiki 21 Year Old,https://hedonism.co.uk/product/hibiki-21-year-old-whisky,950.0,24.0,1.0
2024-05-22,HED3162,Yamazaki 18 Year Old,https://hedonism.co.uk/product/yamazaki-18-year-old-whisky,850.0,22.0,1.0
2024-05-22,HED3158,Hibiki 17 Year Old,https://hedonism.co.uk/product/hibiki-17-year-old-whisky,795.0,52.0,1.0
2024-05-22,HED21945,Macallan 18 Year Old Fine Oak Triple Cask 2018 Release,https://hedonism.co.uk/product/macallan-18-year-old-fine-oak-triple-cask-2018-release-whisky,425.0,2.0,1.0
2024-05-22,HED00067,Edradour 21 Year Old Cask Strength Signatory,https://hedonism.co.uk/product/edradour-21-year-old-cask-strength-signatory-whisky,340.0,5.0,1.0
2024-05-22,HED53051,Longrow 18 Year Old 2019 Release,https://hedonism.co.uk/product/longrow-18-year-old-2019-release-whisky,250.0,2.0,1.0
2024-05-22,HED78687,Glenfiddich 23 Year Old Grand Cru,https://hedonism.co.uk/product/glenfiddich-23-year-old-grand-cru-whisky,242.0,3.0,1.0
2024-05-22,HED14607,Glenfarclas 25 Year Old,https://hedonism.co.uk/product/glenfarclas-25-year-old-whisky,225.0,13.0,1.0
2024-05-22,HED55995,Hibiki Blenders Choice,https://hedonism.co.uk/product/hibiki-blenders-choice-whisky,200.0,78.0,1.0
2024-05-22,HED46753,Yamazaki 12 Year Old 100th Anniversary,https://hedonism.co.uk/product/yamazaki-12-year-old-100th-anniversary-whisky,199.0,10.0,1.0
2024-05-22,HED3116,Glenfiddich 21 Year Gran Reserva,https://hedonism.co.uk/product/glenfiddich-21-year-gran-reserva-whisky,175.0,6.0,1.0
2024-05-22,HED3500,Royal Salute 21 Year Old Sapphire Flagon,https://hedonism.co.uk/product/royal-salute-21-year-old-sapphire-flagon-whisky,162.0,3.0,1.0
2024-05-22,HED46827,Bruichladdich Octomore 141,https://hedonism.co.uk/product/bruichladdich-octomore-141-whisky,150.0,6.0,1.0
2024-05-22,HED3161,Yamazaki 12 Year Old,https://hedonism.co.uk/product/yamazaki-12-year-old-whisky,145.0,60.0,2.0
2024-05-22,HED21200,Ardbeg 13 Year Old Harpys Tale,https://hedonism.co.uk/product/ardbeg-13-year-old-harpys-tale-whisky,141.0,2.0,1.0
2024-05-22,HED22897,Lagavulin 12 Year Old Special Release 2022,https://hedonism.co.uk/product/lagavulin-12-year-old-special-release-2022-whisky,125.0,2.0,1.0
2024-05-22,HED46684,Craigellachie 17 Year Old,https://hedonism.co.uk/product/craigellachie-17-year-old-whisky,114.0,2.0,1.0
2024-05-22,HED3173,Dalmore 15 Year Old,https://hedonism.co.uk/product/dalmore-15-year-old-whisky,103.0,62.0,1.0
2024-05-22,HED70117,Hibiki Japanese Harmony,https://hedonism.co.uk/product/hibiki-japanese-harmony-whisky,81.2,46.0,2.0
2024-05-22,HED86657,Yamazaki Distillers Reserve,https://hedonism.co.uk/product/yamazaki-distillers-reserve-whisky,79.0,21.0,3.0
2024-05-22,HED77613,Old Pulteney 15 Year Old,https://hedonism.co.uk/product/old-pulteney-15-year-old-whisky,76.0,2.0,1.0
2024-05-22,HED4706,Glenfarclas 15 Year Old,https://hedonism.co.uk/product/glenfarclas-15-year-old-whisky,73.0,24.0,1.0
2024-05-22,HED3069,Glencadam 15 Year Old,https://hedonism.co.uk/product/glencadam-15-year-old-whisky,68.7,6.0,1.0
2024-05-22,HED79376,Arran Bodega Sherry Cask,https://hedonism.co.uk/product/arran-bodega-sherry-cask-whisky,61.0,4.0,1.0
2024-05-22,HED51226,Mortlach 12 Year Old,https://hedonism.co.uk/product/mortlach-12-year-old-whisky,58.9,11.0,1.0
2024-05-22,HED3172,Dalmore 12 Year Old,https://hedonism.co.uk/product/dalmore-12-year-old-whisky,56.9,36.0,2.0
2024-05-22,HED2903,Nikka Barrel,https://hedonism.co.uk/product/nikka-barrel-whisky,45.9,32.0,1.0
2024-05-22,HED10024,Glenkinchie 12 Year Old,https://hedonism.co.uk/product/glenkinchie-12-year-old-whisky,41.5,3.0,1.0
2024-05-22,HED0133,Laphroaig 10 Year Old,https://hedonism.co.uk/product/laphroaig-10-year-old-whisky,39.9,10.0,2.0
2024-05-22,HED6042,Johnnie Walker Black Label 12 Year Old,https://hedonism.co.uk/product/johnnie-walker-black-label-12-year-old-whisky,28.9,66.0,1.0
