import_date,code,title,url,price_gbp,availability,units_sold
2024-04-22,HED46916,Glendronach 29 Year Old Grandeur Batch 12,https://hedonism.co.uk/product/glendronach-29-year-old-grandeur-batch-12-whisky,865.0,5.0,1.0
2024-04-22,HED47035,Chichibu Red Wine Cask 2023 Release,https://hedonism.co.uk/product/chichibu-red-wine-cask-2023-release-whisky,430.0,2.0,1.0
2024-04-22,HED6064,Chivas Regal 25 Year Old,https://hedonism.co.uk/product/chivas-regal-25-year-old-whisky,331.0,16.0,1.0
2024-04-22,HED40141,Macallan 18 Year Old Double Cask,https://hedonism.co.uk/product/macallan-18-year-old-double-cask-whisky,310.0,5.0,10.0
2024-04-22,HED46709,Macallan Rare Cask 2023 Release,https://hedonism.co.uk/product/macallan-rare-cask-2023-release-whisky,310.0,8.0,3.0
2024-04-22,HED46753,Yamazaki 12 Year Old 100th Anniversary,https://hedonism.co.uk/product/yamazaki-12-year-old-100th-anniversary-whisky,199.0,34.0,1.0
2024-04-22,HED62573,Ichiros Malt Wine Wood Reserve,https://hedonism.co.uk/product/ichiros-malt-wine-wood-reserve-whisky,195.0,16.0,1.0
2024-04-22,HED81755,Bruichladdich Octomore 61 Scottish Barley,https://hedonism.co.uk/product/bruichladdich-octomore-61-scottish-barley-whisky,195.0,3.0,1.0
2024-04-22,HED6100,Ichiros Malt MWR,https://hedonism.co.uk/product/ichiros-malt-mwr-whisky,185.0,13.0,1.0
2024-04-22,HED89914,Togouchi 18 Year Old,https://hedonism.co.uk/product/togouchi-18-year-old-whisky,160.0,14.0,2.0
2024-04-22,HED40140,Macallan 15 Year Old Double Cask,https://hedonism.co.uk/product/macallan-15-year-old-double-cask-whisky,145.0,17.0,6.0
2024-04-22,HED46596,Compass Box Hedonism² Exclusive Hedonism Wines,https://hedonism.co.uk/product/compass-box-hedonism²-exclusive-hedonism-wines-whisky,140.0,302.0,1.0
2024-04-22,HED21596,Kavalan Solist Port Cask 578,https://hedonism.co.uk/product/kavalan-solist-port-cask-578-whisky,139.0,3.0,3.0
2024-04-22,HED46684,Craigellachie 17 Year Old,https://hedonism.co.uk/product/craigellachie-17-year-old-whisky,114.0,11.0,1.0
2024-04-22,HED3173,Dalmore 15 Year Old,https://hedonism.co.uk/product/dalmore-15-year-old-whisky,103.0,9.0,1.0
2024-04-22,HED2976,Macallan 12 Year Old Sherry Oak,https://hedonism.co.uk/product/macallan-12-year-old-sherry-oak-whisky,86.0,53.0,12.0
2024-04-22,HED61388,Macallan 12 Year Old Double Cask,https://hedonism.co.uk/product/macallan-12-year-old-double-cask-whisky,77.0,37.0,4.0
2024-04-22,HED46193,Hatozaki 12 Year Old Umeshu Cask Finish,https://hedonism.co.uk/product/hatozaki-12-year-old-umeshu-cask-finish-whisky,75.0,4.0,1.0
2024-04-22,HED6052,Lagavulin 16 Year Old,https://hedonism.co.uk/product/lagavulin-16-year-old-whisky,74.8,30.0,1.0
2024-04-22,HED3088,Ardbeg Corryvreckan,https://hedonism.co.uk/product/ardbeg-corryvreckan-whisky,72.5,2.0,2.0
2024-04-22,HED41097,Stauning Whisky Rye,https://hedonism.co.uk/product/stauning-whisky-rye-whisky,59.4,8.0,4.0
2024-04-22,HED45086,Isle Raasay Single Malt,https://hedonism.co.uk/product/isle-raasay-single-malt-whisky,54.9,2.0,1.0
2024-04-22,HED79375,Arran Quarter Cask,https://hedonism.co.uk/product/arran-quarter-cask-whisky,52.9,2.0,1.0
2024-04-22,HED2903,Nikka Barrel,https://hedonism.co.uk/product/nikka-barrel-whisky,45.9,43.0,1.0
2024-04-22,HED6062,Chivas Regal 12 Year Old,https://hedonism.co.uk/product/chivas-regal-12-year-old-whisky,34.9,19.0,2.0
