import_date,code,title,url,price_gbp,availability,units_sold
2024-06-04,HED3110,Balvenie 21 Year Old Portwood,https://hedonism.co.uk/product/balvenie-21-year-old-portwood-whisky,243.0,7.0,3.0
2024-06-04,HED2976,Macallan 12 Year Old Sherry Oak,https://hedonism.co.uk/product/macallan-12-year-old-sherry-oak-whisky,86.0,32.0,6.0
2024-06-04,HED21944,Ardnahoe 5 Year Old Inaugural Release,https://hedonism.co.uk/product/ardnahoe-5-year-old-inaugural-release-whisky,70.0,95.0,2.0
2024-06-04,HED2903,Nikka Barrel,https://hedonism.co.uk/product/nikka-barrel-whisky,45.9,31.0,1.0
