import_date,code,title,url,price_gbp,availability,units_sold
2024-05-23,HED00112,Yamazaki Mizunara Oak 2022 Edition,https://hedonism.co.uk/product/yamazaki-mizunara-oak-2022-edition-whisky,1900.0,3.0,1.0
2024-05-23,HED7047,Hibiki 21 Year Old,https://hedonism.co.uk/product/hibiki-21-year-old-whisky,950.0,18.0,6.0
2024-05-23,HED3162,Yamazaki 18 Year Old,https://hedonism.co.uk/product/yamazaki-18-year-old-whisky,850.0,16.0,6.0
2024-05-23,HED3158,Hibiki 17 Year Old,https://hedonism.co.uk/product/hibiki-17-year-old-whisky,795.0,50.0,2.0
2024-05-23,HED46243,Fettercairn 28 Year Old,https://hedonism.co.uk/product/fettercairn-28-year-old-whisky,675.0,1.0,2.0
2024-05-23,HED00018,Hazelburn 21 Year Old Private Sherry Cask 43 1999,https://hedonism.co.uk/product/hazelburn-21-year-old-private-sherry-cask-43-1999-whisky,670.0,1.0,1.0
2024-05-23,HED21945,Macallan 18 Year Old Fine Oak Triple Cask 2018 Release,https://hedonism.co.uk/product/macallan-18-year-old-fine-oak-triple-cask-2018-release-whisky,425.0,1.0,1.0
2024-05-23,HED00121,Macallan Whisky Makers Edition 1930s Propeller Plane  Nick Veasey Classic Travel,https://hedonism.co.uk/product/macallan-whisky-makers-edition-1930s-propeller-plane--nick-veasey-classic-travel-whisky,295.0,46.0,2.0
2024-05-23,HED46578,Blair Athol 30 Year Old Jam Toast Wemyss Malts 1991,https://hedonism.co.uk/product/blair-athol-30-year-old-jam-toast-wemyss-malts-1991-whisky,275.0,2.0,2.0
2024-05-23,HED53051,Longrow 18 Year Old 2019 Release,https://hedonism.co.uk/product/longrow-18-year-old-2019-release-whisky,250.0,1.0,1.0
2024-05-23,HED21064,Speyside 18 Year Old M Cask Strength Collection Signatory 2005,https://hedonism.co.uk/product/speyside-18-year-old-m-cask-strength-collection-signatory-2005-whisky,212.0,30.0,4.0
2024-05-23,HED55995,Hibiki Blenders Choice,https://hedonism.co.uk/product/hibiki-blenders-choice-whisky,200.0,74.0,4.0
2024-05-23,HED46753,Yamazaki 12 Year Old 100th Anniversary,https://hedonism.co.uk/product/yamazaki-12-year-old-100th-anniversary-whisky,199.0,8.0,2.0
2024-05-23,HED45331,Bladnoch 19 Year Old,https://hedonism.co.uk/product/bladnoch-19-year-old-whisky,189.0,4.0,1.0
2024-05-23,HED7701,Glendronach 18 Year Old Allardice,https://hedonism.co.uk/product/glendronach-18-year-old-allardice-whisky,178.0,46.0,1.0
2024-05-23,HED6100,Ichiros Malt MWR,https://hedonism.co.uk/product/ichiros-malt-mwr-whisky,168.0,10.0,1.0
2024-05-23,HED22891,Tobermory 21 Year Old,https://hedonism.co.uk/product/tobermory-21-year-old-whisky,165.0,4.0,1.0
2024-05-23,HED3161,Yamazaki 12 Year Old,https://hedonism.co.uk/product/yamazaki-12-year-old-whisky,145.0,53.0,7.0
2024-05-23,HED64374,Bunnahabhain 18 Year Old,https://hedonism.co.uk/product/bunnahabhain-18-year-old-whisky,141.0,27.0,3.0
2024-05-23,HED21814,Dumbarton 26 Year Old Infrequent Flyers 1997,https://hedonism.co.uk/product/dumbarton-26-year-old-infrequent-flyers-1997-whisky,137.0,4.0,1.0
2024-05-23,HED46904,Glenfarclas 18 Year Old 100cl,https://hedonism.co.uk/product/glenfarclas-18-year-old-100cl-whisky,135.0,22.0,1.0
2024-05-23,HED46589,Glentauchers 14 Year Old North Star 2008,https://hedonism.co.uk/product/glentauchers-14-year-old-north-star-2008-whisky,109.0,2.0,2.0
2024-05-23,HED45953,Port Charlotte SC 01 2012,https://hedonism.co.uk/product/port-charlotte-sc-01-2012-whisky,98.9,5.0,1.0
2024-05-23,HED2976,Macallan 12 Year Old Sherry Oak,https://hedonism.co.uk/product/macallan-12-year-old-sherry-oak-whisky,86.0,43.0,4.0
2024-05-23,HED70117,Hibiki Japanese Harmony,https://hedonism.co.uk/product/hibiki-japanese-harmony-whisky,81.2,45.0,1.0
2024-05-23,HED67227,Bowmore 15 Year Old,https://hedonism.co.uk/product/bowmore-15-year-old-whisky,79.0,11.0,3.0
2024-05-23,HED51274,Glendronach 15 Year Old Revival,https://hedonism.co.uk/product/glendronach-15-year-old-revival-whisky,78.5,43.0,2.0
2024-05-23,HED68806,Dalmore Port Wood,https://hedonism.co.uk/product/dalmore-port-wood-whisky,78.0,14.0,1.0
2024-05-23,HED77613,Old Pulteney 15 Year Old,https://hedonism.co.uk/product/old-pulteney-15-year-old-whisky,76.0,1.0,1.0
2024-05-23,HED21249,Fuji Single Malt,https://hedonism.co.uk/product/fuji-single-malt-whisky,71.9,6.0,1.0
2024-05-23,HED40295,GlenAllachie 15 Year Old,https://hedonism.co.uk/product/glenallachie-15-year-old-whisky,71.0,12.0,1.0
2024-05-23,HED47135,Isle Raasay Single Malt Cask Strength Release 2024,https://hedonism.co.uk/product/isle-raasay-single-malt-cask-strength-release-2024-whisky,65.0,8.0,1.0
2024-05-23,HED46718,Bimber Bourbon Cask Batch 4,https://hedonism.co.uk/product/bimber-bourbon-cask-batch-4-whisky,63.9,1.0,1.0
2024-05-23,HED79376,Arran Bodega Sherry Cask,https://hedonism.co.uk/product/arran-bodega-sherry-cask-whisky,61.0,3.0,1.0
2024-05-23,HED21818,Tomintoul 9 Year Old Infrequent Flyers 2014,https://hedonism.co.uk/product/tomintoul-9-year-old-infrequent-flyers-2014-whisky,59.0,4.0,1.0
2024-05-23,HED51226,Mortlach 12 Year Old,https://hedonism.co.uk/product/mortlach-12-year-old-whisky,58.9,9.0,2.0
2024-05-23,HED8034,Clynelish 14 Year Old,https://hedonism.co.uk/product/clynelish-14-year-old-whisky,54.9,5.0,3.0
2024-05-23,HED2903,Nikka Barrel,https://hedonism.co.uk/product/nikka-barrel-whisky,45.9,30.0,2.0
2024-05-23,HED0133,Laphroaig 10 Year Old,https://hedonism.co.uk/product/laphroaig-10-year-old-whisky,39.9,6.0,4.0
2024-05-23,HED6042,Johnnie Walker Black Label 12 Year Old,https://hedonism.co.uk/product/johnnie-walker-black-label-12-year-old-whisky,28.9,57.0,9.0
2024-05-23,HED79404,Talisker 10 Year Old 20cl,https://hedonism.co.uk/product/talisker-10-year-old-20cl-whisky,20.0,23.0,1.0
