import_date,code,title,url,price_gbp,availability,units_sold
2024-05-27,HED61195,Glenfarclas 40 Year Old 43,https://hedonism.co.uk/product/glenfarclas-40-year-old-43-whisky,1195.0,40.0,1.0
2024-05-27,HED7701,Glendronach 18 Year Old Allardice,https://hedonism.co.uk/product/glendronach-18-year-old-allardice-whisky,178.0,41.0,1.0
2024-05-27,HED67227,Bowmore 15 Year Old,https://hedonism.co.uk/product/bowmore-15-year-old-whisky,79.0,13.0,1.0
2024-05-27,HED86657,Yamazaki Distillers Reserve,https://hedonism.co.uk/product/yamazaki-distillers-reserve-whisky,79.0,22.0,1.0
2024-05-27,HED6052,Lagavulin 16 Year Old,https://hedonism.co.uk/product/lagavulin-16-year-old-whisky,78.0,69.0,1.0
2024-05-27,HED4706,Glenfarclas 15 Year Old,https://hedonism.co.uk/product/glenfarclas-15-year-old-whisky,73.0,23.0,1.0
2024-05-27,HED8024,Balvenie 14 Year Old Caribbean Cask,https://hedonism.co.uk/product/balvenie-14-year-old-caribbean-cask-whisky,65.9,19.0,1.0
2024-05-27,HED78152,Nikka Days,https://hedonism.co.uk/product/nikka-days-whisky,41.5,8.0,1.0
2024-05-27,HED0133,Laphroaig 10 Year Old,https://hedonism.co.uk/product/laphroaig-10-year-old-whisky,39.9,9.0,1.0
2024-05-27,HED6042,Johnnie Walker Black Label 12 Year Old,https://hedonism.co.uk/product/johnnie-walker-black-label-12-year-old-whisky,28.9,52.0,1.0
2024-05-27,HED79404,Talisker 10 Year Old 20cl,https://hedonism.co.uk/product/talisker-10-year-old-20cl-whisky,20.0,20.0,1.0
