import_date,code,title,url,price_gbp,availability,units_sold
2024-05-21,HED40450,Macallan 78 Year Old Red Collection,https://hedonism.co.uk/product/macallan-78-year-old-red-collection-whisky,65000.0,1.0,1.0
2024-05-21,HED0187,Macallan 52 Year Old Select Reserve 1946,https://hedonism.co.uk/product/macallan-52-year-old-select-reserve-1946-whisky,16000.0,2.0,1.0
2024-05-21,HED61542,Macallan 30 Year Old Blue Box,https://hedonism.co.uk/product/macallan-30-year-old-blue-box-whisky,12700.0,1.0,1.0
2024-05-21,HED61389,Lagavulin 25 Year Old 200th Anniversary,https://hedonism.co.uk/product/lagavulin-25-year-old-200th-anniversary-whisky,2300.0,5.0,1.0
2024-05-21,HED46754,Yamazaki 18 Year Old Mizunara 100th Anniversary,https://hedonism.co.uk/product/yamazaki-18-year-old-mizunara-100th-anniversary-whisky,1795.0,19.0,2.0
2024-05-21,HED61195,Glenfarclas 40 Year Old 43,https://hedonism.co.uk/product/glenfarclas-40-year-old-43-whisky,1195.0,41.0,1.0
2024-05-21,HED72626,Macallan Rare Cask Black,https://hedonism.co.uk/product/macallan-rare-cask-black-whisky,595.0,7.0,2.0
2024-05-21,HED41009,Laphroaig 25 Year Old Cask Strength,https://hedonism.co.uk/product/laphroaig-25-year-old-cask-strength-whisky,460.0,16.0,1.0
2024-05-21,HED40800,Benriach 25 Year Old Twenty Five,https://hedonism.co.uk/product/benriach-25-year-old-twenty-five-whisky,320.0,11.0,1.0
2024-05-21,HED3110,Balvenie 21 Year Old Portwood,https://hedonism.co.uk/product/balvenie-21-year-old-portwood-whisky,243.0,9.0,2.0
2024-05-21,HED0108,Glenmorangie Signet,https://hedonism.co.uk/product/glenmorangie-signet-whisky,195.0,7.0,4.0
2024-05-21,HED46751,Hakushu 12 Year Old 100th Anniversary,https://hedonism.co.uk/product/hakushu-12-year-old-100th-anniversary-whisky,195.0,17.0,1.0
2024-05-21,HED7707,Royal Lochnagar Selected Reserve,https://hedonism.co.uk/product/royal-lochnagar-selected-reserve-whisky,183.0,2.0,4.0
2024-05-21,HED7701,Glendronach 18 Year Old Allardice,https://hedonism.co.uk/product/glendronach-18-year-old-allardice-whisky,178.0,45.0,4.0
2024-05-21,HED21416,Undisclosed Orkney Highland Park 24 Year Old Infrequent Flyers 1999,https://hedonism.co.uk/product/undisclosed-orkney-highland-park-24-year-old-infrequent-flyers-1999-whisky,162.0,5.0,1.0
2024-05-21,HED22843,Aberlour 18 Year Old,https://hedonism.co.uk/product/aberlour-18-year-old-whisky,156.0,4.0,3.0
2024-05-21,HED45301,Royal Lochnagar 16 Year Old Special Release 2021,https://hedonism.co.uk/product/royal-lochnagar-16-year-old-special-release-2021-whisky,148.0,4.0,1.0
2024-05-21,HED46904,Glenfarclas 18 Year Old 100cl,https://hedonism.co.uk/product/glenfarclas-18-year-old-100cl-whisky,135.0,21.0,2.0
2024-05-21,HED40434,Bladnoch 14 Year Old,https://hedonism.co.uk/product/bladnoch-14-year-old-whisky,113.0,1.0,1.0
2024-05-21,HED21815,Undisclosed Islay 16 Year Old Infrequent Flyers 2007,https://hedonism.co.uk/product/undisclosed-islay-16-year-old-infrequent-flyers-2007-whisky,110.0,7.0,3.0
2024-05-21,HED51227,Mortlach 16 Year Old,https://hedonism.co.uk/product/mortlach-16-year-old-whisky,105.0,20.0,2.0
2024-05-21,HED6068,Glenlivet 18 Year Old,https://hedonism.co.uk/product/glenlivet-18-year-old-whisky,105.0,11.0,2.0
2024-05-21,HED3115,Glenfiddich 18 Year Old,https://hedonism.co.uk/product/glenfiddich-18-year-old-whisky,102.0,13.0,5.0
2024-05-21,HED2976,Macallan 12 Year Old Sherry Oak,https://hedonism.co.uk/product/macallan-12-year-old-sherry-oak-whisky,86.0,41.0,10.0
2024-05-21,HED21425,Lagavulin Distillers Edition 2022 Release,https://hedonism.co.uk/product/lagavulin-distillers-edition-2022-release-whisky,85.0,9.0,3.0
2024-05-21,HED70117,Hibiki Japanese Harmony,https://hedonism.co.uk/product/hibiki-japanese-harmony-whisky,81.2,48.0,2.0
2024-05-21,HED46821,NcNean Quiet Rebels Gordon,https://hedonism.co.uk/product/ncnean-quiet-rebels-gordon-whisky,79.0,1.0,1.0
2024-05-21,HED45873,Balvenie 14 Year Old Week Peat,https://hedonism.co.uk/product/balvenie-14-year-old-week-peat-whisky,78.7,9.0,2.0
2024-05-21,HED51274,Glendronach 15 Year Old Revival,https://hedonism.co.uk/product/glendronach-15-year-old-revival-whisky,78.5,45.0,3.0
2024-05-21,HED6052,Lagavulin 16 Year Old,https://hedonism.co.uk/product/lagavulin-16-year-old-whisky,78.0,67.0,3.0
