import_date,code,title,url,price_gbp,availability,units_sold
2024-05-28,HED21331,Accelerator  Brake 33 Year Old House Hazelwood Legacy Collection,https://hedonism.co.uk/product/accelerator--brake-33-year-old-house-hazelwood-legacy-collection-whisky,1700.0,1.0,1.0
2024-05-28,HED0145,Macallan 1841 Replica,https://hedonism.co.uk/product/macallan-1841-replica-whisky,1400.0,1.0,1.0
2024-05-28,HED46003,Lost Estate 43 Year Old Blended Grain House Hazelwood Legacy Collection,https://hedonism.co.uk/product/lost-estate-43-year-old-blended-grain-house-hazelwood-legacy-collection-whisky,1200.0,3.0,1.0
2024-05-28,HED46028,Glenfiddich 30 Year Old Suspended Time,https://hedonism.co.uk/product/glenfiddich-30-year-old-suspended-time-whisky,875.0,7.0,1.0
2024-05-28,HED44091,Balvenie 25 Year Old,https://hedonism.co.uk/product/balvenie-25-year-old-whisky,670.0,4.0,3.0
2024-05-28,HED93971,Macallan 18 Year Old Sherry Oak 2023 Release,https://hedonism.co.uk/product/macallan-18-year-old-sherry-oak-2023-release-whisky,395.0,137.0,3.0
2024-05-28,HED40141,Macallan 18 Year Old Double Cask,https://hedonism.co.uk/product/macallan-18-year-old-double-cask-whisky,310.0,5.0,2.0
2024-05-28,HED3175,Dalmore 18 Year Old,https://hedonism.co.uk/product/dalmore-18-year-old-whisky,275.0,12.0,2.0
2024-05-28,HED21261,Mortlach Special Release 2023,https://hedonism.co.uk/product/mortlach-special-release-2023-whisky,249.0,5.0,1.0
2024-05-28,HED14607,Glenfarclas 25 Year Old,https://hedonism.co.uk/product/glenfarclas-25-year-old-whisky,225.0,6.0,4.0
2024-05-28,HED47171,Macallan Speymalt Gordon  Macphail Cask 22606318 2005,https://hedonism.co.uk/product/macallan-speymalt-gordon--macphail-cask-22606318-2005-whisky,225.0,3.0,3.0
2024-05-28,HED47170,Macallan Speymalt Gordon  Macphail Cask 22606304 2005,https://hedonism.co.uk/product/macallan-speymalt-gordon--macphail-cask-22606304-2005-whisky,225.0,1.0,3.0
2024-05-28,HED55995,Hibiki Blenders Choice,https://hedonism.co.uk/product/hibiki-blenders-choice-whisky,200.0,69.0,4.0
2024-05-28,HED46753,Yamazaki 12 Year Old 100th Anniversary,https://hedonism.co.uk/product/yamazaki-12-year-old-100th-anniversary-whisky,199.0,4.0,3.0
2024-05-28,HED00068,Glenfarclas 105 16 Year Old Cask Strength,https://hedonism.co.uk/product/glenfarclas-105-16-year-old-cask-strength-whisky,195.0,2.0,1.0
2024-05-28,HED47030,Laphroaig Elements 10,https://hedonism.co.uk/product/laphroaig-elements-10-whisky,169.0,14.0,1.0
2024-05-28,HED90399,Fettercairn 18 Year Old,https://hedonism.co.uk/product/fettercairn-18-year-old-whisky,165.0,8.0,1.0
2024-05-28,HED64374,Bunnahabhain 18 Year Old,https://hedonism.co.uk/product/bunnahabhain-18-year-old-whisky,141.0,28.0,1.0
2024-05-28,HED46596,Compass Box Hedonism² Exclusive Hedonism Wines,https://hedonism.co.uk/product/compass-box-hedonism²-exclusive-hedonism-wines-whisky,140.0,287.0,3.0
2024-05-28,HED46953,Macallan Classic Cut 2023 Release,https://hedonism.co.uk/product/macallan-classic-cut-2023-release-whisky,140.0,27.0,1.0
2024-05-28,HED46904,Glenfarclas 18 Year Old 100cl,https://hedonism.co.uk/product/glenfarclas-18-year-old-100cl-whisky,135.0,17.0,3.0
2024-05-28,HED51227,Mortlach 16 Year Old,https://hedonism.co.uk/product/mortlach-16-year-old-whisky,105.0,21.0,1.0
2024-05-28,HED46991,Macallan Night Earth Journey,https://hedonism.co.uk/product/macallan-night-earth-journey-whisky,105.0,76.0,2.0
2024-05-28,HED3173,Dalmore 15 Year Old,https://hedonism.co.uk/product/dalmore-15-year-old-whisky,103.0,52.0,8.0
2024-05-28,HED3139,Bowmore 18 Year Old,https://hedonism.co.uk/product/bowmore-18-year-old-whisky,99.9,8.0,2.0
2024-05-28,HED21696,Craigellachie 10 Year Old Margaux Cask Finish Berry Brothers 2013,https://hedonism.co.uk/product/craigellachie-10-year-old-margaux-cask-finish-berry-brothers-2013-whisky,90.0,5.0,1.0
2024-05-28,HED81882,Glengoyne 15 Year Old,https://hedonism.co.uk/product/glengoyne-15-year-old-whisky,84.0,32.0,2.0
2024-05-28,HED21819,Benrinnes 13 Year Old Ruthrie Wanderer Bordeaux Cask Noir,https://hedonism.co.uk/product/benrinnes-13-year-old-ruthrie-wanderer-bordeaux-cask-noir-whisky,80.0,2.0,1.0
2024-05-28,HED4706,Glenfarclas 15 Year Old,https://hedonism.co.uk/product/glenfarclas-15-year-old-whisky,73.0,21.0,2.0
2024-05-28,HED21944,Ardnahoe 5 Year Old Inaugural Release,https://hedonism.co.uk/product/ardnahoe-5-year-old-inaugural-release-whisky,70.0,98.0,1.0
2024-05-28,HED89452,Benromach 15 Year Old,https://hedonism.co.uk/product/benromach-15-year-old-whisky,68.8,2.0,2.0
2024-05-28,HED3087,Ardbeg Uigeadail,https://hedonism.co.uk/product/ardbeg-uigeadail-whisky,68.0,8.0,2.0
2024-05-28,HED8024,Balvenie 14 Year Old Caribbean Cask,https://hedonism.co.uk/product/balvenie-14-year-old-caribbean-cask-whisky,65.9,16.0,3.0
2024-05-28,HED81831,Glengoyne 21 Year Old 20cl,https://hedonism.co.uk/product/glengoyne-21-year-old-20cl-whisky,65.0,10.0,2.0
2024-05-28,HED21780,Hearach Isle Harris Single Malt,https://hedonism.co.uk/product/hearach-isle-harris-single-malt-whisky,65.0,2.0,2.0
2024-05-28,HED47135,Isle Raasay Single Malt Cask Strength Release 2024,https://hedonism.co.uk/product/isle-raasay-single-malt-cask-strength-release-2024-whisky,65.0,4.0,3.0
2024-05-28,HED21178,Glenturret 7 Year Old Peat Smoked 2023 Release,https://hedonism.co.uk/product/glenturret-7-year-old-peat-smoked-2023-release-whisky,62.0,1.0,1.0
2024-05-28,HED47029,Ardbeg 8 Year Old,https://hedonism.co.uk/product/ardbeg-8-year-old-whisky,60.0,14.0,4.0
2024-05-28,HED86379,Nikka Taketsuru Pure Malt,https://hedonism.co.uk/product/nikka-taketsuru-pure-malt-whisky,59.0,14.0,2.0
2024-05-28,HED21818,Tomintoul 9 Year Old Infrequent Flyers 2014,https://hedonism.co.uk/product/tomintoul-9-year-old-infrequent-flyers-2014-whisky,59.0,2.0,2.0
